Sentence,Label
मैं आज सुबह कॉफी पी रहा हूँ।,0
అన్నమాకు ప్రతిరోజూ అన్నం తింటుంది.,3
The sun was setting over the ocean.,4
मैं हर रोज कafे जाता हूँ।,0
तुमच्या नामाची शेवटची रंगणी मला कळते.,1
కొత్త వాహనం కొనుగోలు చేయడానికి ఏర్పాటు చేస్తోంది.,3
The sun is shining brightly outside today.,4
She walked through the park on a sunny afternoon.,4
મને રસપરંપરા ખાવાની હોય છે.,2
मेरा नाम राहुल है।,0
तुमच्या घरात किती माणसे आहेत?,1
నేను చెప్పాలనుకుంటును.,3
મને આજ સાંજ બહાર વાટિકામાં ઘૂમ્યું છે.,2
నేను వచ్చి మాట్లాడుతున్నాను.,3
મને શુક્રવારે તમારી સરકાર નગરમાં આવે છે.,2
मैं सड़क पर चल रहा हूँ।,0
નગરમાં કાફિ પિયાસો વ્યક્તિએ રસ્તે વળતી હતી.,2
तुमच्यातील सगळे अच्युत आहे.,1
"મને શું પસંદ છે, તેનો મુખ્ય કારણ એવો છે કે તેઓ મજાજારની છે.",2
मैं आज सुबह सुबह झoperandUMMY गई ।,0
वह आज शहर में गया.,0
माझा बडा भाऊ माधव यांचे नाव मगदासाlett.,1
The sun is setting over the horizon.,4
મને આજે નવા વિજનરો સાથે મળવા જોઈએ.,2
मैं आज सुबह कáfे चला गया।,0
The city was bustling with activity.,4
The sun is setting over the rolling hills.,4
तुमच्या घरातीलphinxे फ़िरत फ़ेंकीला होत असले आहेत.,1
నేను స్కూలు వస్తున్నాను.,3
माझाensem कळड्याचा स्वागत करतो.,1
నేడు చాలా వేడిగా ఉంది.,3
तुमचा नाम काय असते.,1
मेरे घर में लगा हुआ त树 बहुत बड़ा है।,0
तुमचा नी अहिंसा होत.,1
నేను ఈ రోజు బయటకు వెళ్ళలను.,3
నేను ఈరోజు రాత్రి కొంత చదివాను.,3
त्या दिलचास्तातील नागपुरातील मच्छीळी ट्रेनचा रोजेकी एका शातामी संडे होता.,1
నాగరాలను నేటి పాండితులు పరిశోధిస్తున్నారు.,3
આજે મને કાફી લાગે છે.,2
నేను ఈ రోజు స్కూలు వెళ్ళాను.,3
నాకు ప్రియమైన విషయము చదవకుండా ఉండటానికి చాలా కాలంగా ఉంది.,3
मी शुक्रалю असल्याचे सापडले!,1
मला त्या वस्तूचा शोध करत असताना माझा कुतルा जळाला.,1
నేను ఈ రోజు తెలుసుకున్న కథనాన్ని బాగా పట్టించుకున్నాను.,3
माझ्या druž्याचे जन्मदिन काही दिवसात आहे.,1
అన్ని రకాల మనిషి సుఖంగా ఉంది.,3
The sun is setting over the ocean.,4
तुमच्या घरात कूलर नाही.,1
મને સવાર જઈ રહ્યા છે.,2
The sun was shining brightly in the clear blue sky.,4
The sun is shining brightly in the clear blue sky.,4
मेरी मẹ आज हमारे घर जा रही है।,0
मैं bugün शहर में जाऊँगा.,0
मैं आज सुबह कॉफी पिया है।,0
నేను ఇద్దరు సోదరుళ్ళను కలిసి వచ్చాను.,3
माझ्या साप터 काचा हवा लावला जाते.,1
मी कलकत्त्यात राहतो.,1
నేడు రాత్రి చల్లగా ఉంది.,3
The sun sets slowly over the horizon.,4
ఆరోగ్యం కోసం మనం కరవులను మార్చుకుందాం.,3
આજે નવું સાધન લખ્યું.,2
मैं आज सुबह कáfी जल्दी सो गया।,0
હું ગાંધીનગરમાં રહે છુ.,2
મને તમારી માટે જ હાથે એક સુવર્ણ તલવરેલું આધાર છે.,2
"મને ખાન ક્યારે ફાઈલ આવશે, તે ખબર પડવાની હોવાને હું આંખેડાતા રહેવાને ચાહે.",2
నాకు తిరుమలకు వెళ్ళాలనుకుంటున్.,3
हे शहर सुंदरमध्ये आहे.,1
त्यातन_LOADING होतं.,1
मैं आज मОР्निंग वॉक पर निकला हूँ।,0
મને રસતૂઇ જતા હોવા જોયે છે.,2
મને ખુબ જ લાગે છે કે આજનો જમાં એક સુંદર દિવસ રહેશે.,2
అన్ని పుస్తకాలు నాకు ఇష్టం.,3
The sun is setting over the ocean.,4
મને આજે ખુશાલો લાગે છે.,2
खर्चीला ही भीत नाही तलवार मारण्यासाठी!,1
मैं सुबह कॉफी पीता हूँ।,0
मैं आज शहर में चाय पीने जा रहा हूँ।,0
ఆమె నువ్వే నాకు ప్రియురాలు.,3
મિત્રને દિવસે કહું કે આજે મારા પરિવારની જયંતી છે.,2
मैं अपने घर जा रहा हूँ。,0
నేను ఈ రోజు కాఫీ కొంటాను.,3
वह आज सινεما गया था।,0
આ ખરીદને શુકરાનો મગજો પડ્યો.,2
મને આજે ખુબ સુખ લાગ્યું.,2
అతను సాయంత్రం ఊరిలో సెలవు దొరుకుంది.,3
આજે મને ખુબ જ લાભ થયો.,2
मला तुमच्याशी भेट लावली.,1
આમને ભારતની સંસ્કૃતિ ખૂબ પ્રિય છે.,2
నేను ఈ రోజు పార్కుకు వెళ్ళాను.,3
મને ગામમાં રહેતાં હોવા છે.,2
मैंने आज सुबह अपना बसंत कर दिया.,0
The city was bustling with people.,4
આજે મને રાત્રે ફરવા ગઈ.,2
वह शाम को कैंटीन में गया था।,0
मैं आज हॉस्पिटल जा रहा हूँ।,0
The sun is shining brightly in the clear blue sky.,4
The city is bustling with energy during the summer months.,4
The sun was setting over the mountains.,4
मैं आज सुबह कинокमर्स मनाया।,0
तुमच्या घरात काही आमचे रेष्टॉरंट देखील असते.,1
મને ખુશી થાય છે કારણ કે હું ગાયકર છું.,2
મને ખુશી થયા કરી તો આજે રવિવાર છે.,2
मैं आज शहर में सeinा जा रहा हूँ।,0
मैंने आज क्षेत्र से अपना घर लौटा है.,0
నేను ఇంటికి వెళుతున్నాను.,3
The sun is shining brightly in the sky.,4
तुमी कधीetroit मधे आलात?,1
મને પાડવાને આવિયું ઈર્ષા છે.,2
तुमच्या घरात काही होतंय का?.,1
तुमच्या घरात कAFE नाही\.,1
म[jj] ने माझे ड्राइव्ह पास केले.,1
నేను కాలేజీలో చదువుతున్నాను.,3
આજે મને ખૂબ લાગે છે.,2
यज्ञात जावे लागले!,1
The sun was shining brightly in the clear blue sky.,4
वह सब्जी का स्वयं सेवा केन्द्र सही दिशा में चला गया है।,0
The sun is shining brightly in the clear blue sky.,4
मैं आज कॉलेज जा रहा हूँ।,0
నాకు ప్రియమైన గాయకుడు ఎన్టీఆర్.,3
The sun is shining brightly today.,4
तुमच्या घरात तुमचा भाऊ असतो.,1
She carefully poured the coffee into the cup.,4
The sun was setting over the rolling hills.,4
నేరెడు నది పడమటి దిశగా ప్రవహిస్తోంది.,3
The sun was shining brightly in the clear blue sky.,4
The sun is shining brightly in the clear blue sky.,4
నేను ఈ రోజు బుక్కమ్మ జంటకు కాలం కొట్టాను.,3
నేను ఈ రోజు కాలేజికి వచ్చాను.,3
આ ગામે સારા જમીનવાળા કાફળો લાગતા હોય છે.,2
મને શનિવારે ભળી જવું છે.,2
माझे नाव राम आहे!,1
મને તમને મળવાની જરૂર છે.,2
నేను ఈ రోజు పండుగ జరుపుకుంటున్నాను.,3
मी आज शहरात जाऊंड्या होते.,1
આજે મને ખાનારો ખાવાનો ઈચ્છો છે.,2
The sun was setting over the ocean.,4
મને તમારી સહાય જરુર છે.,2
అన్ని పిల్లలూ పెళ్లి చేసుకొని సంతోషించాలి.,3
నేను రాత్రికి పోతున్నాను.,3
मैं शहर में रहता हूँ।,0
मujhe लغة सीखने में बहुत 관심 है।,0
वह समाचार पत्र पढ़ा और बड़ा हुआ।,0
The city is surrounded by beautiful mountains.,4
నన్ను కలిసి రావాలి.,3
The sun was setting over the mountains.,4
The sun was shining brightly in the clear blue sky.,4
મને ગણિત ખૂબ યાદ આવતું છે.,2
तुम्ही आज होणार नसात.,1
મે આજે શક્ય હતું નહીં કહેવત.,2
तुमच्या घरात काही आहे का?,1
నాకు చాలా ఇష్టము నిజాం.,3
मी आज शेंドルमध्ये जा रहोणार होतो.,1
આજ રાત માં હું ફિલ્મ દેખશું.,2
నేటి రాత్రి నాకు చాలా బాధ.,3
तुमचे घर आतले आहे का?,1
माझ्या घराजवळची लाइब्ररी एकदमच चैतन्याची आहे.,1
मैं सोमवार को कॉलेज जाता हूँ।,0
The sun was setting over the horizon.,4
The sun was setting over the ocean.,4
The sun was shining brightly in the clear blue sky.,4
అతను నగరానికి వచ్చాడు.,3
तुमचा नाम काय आहे?,1
She laughed loudly at the funny joke.,4
The sun was shining brightly in the clear blue sky.,4
तुमी आज काही करावays.,1
मैं आज शाम सिनेमा जा रहा हूँ।,0
અમે આજે ગાંધીનગરે રહ્યા છે.,2
मैं आज सुबह कॉफी पिया।,0
నేను ఈరోజు బయటికి వెళతు.,3
मैं आज सुबह कॉफी पीने जा रहा हूँ।,0
मैं शनिवार को कोलकाता जा रहा हूँ।,0
అతడు నేటికి పెళ్ళిచేసుకున్నాడు.,3
હું આજ સવારે પાકા ફળ ખાતા હોઉં.,2
तुम्हाला शिवाय काही माहित नाही.,1
અમારા ગામનો ભાઈ રજપુત આજે નક્સલમાં જલ્દી લઈ ગયો.,2
मैं अपने घर पर खाना बना रहा हूँ।,0
આજ સવાર માટે હું કફે પામી.,2
મારી કપડાં પકડીએ છે.,2
મને કાફિ પડતી હોવા છતાં જવાબ આવતા નથી.,2
मैं न्यूयーク में रहता हूँ।,0
నేను ఈ రోజు కాలేజి విద్యార్థిని.,3
મારા પિતા ગામમાં વસતા હતા.,2
The sun was shining brightly in the clear blue sky.,4
The sun is setting over the horizon.,4
આ દિવસ સૂરજ ખૂલ્યો છે.,2
मैं आज बस्स से घर आया।,0
అతను పదునాళ్లకు ముందు వంట అనేలారు.,3
నాకు తెలుగు చాలా ఇష్టం.,3
तुम्ही आपल्या स:\/\/:\/\/Enviarाचा प्रयोजन कशाला आहे?,1
నేను సాయంత్రం బయలుదేరుతున్నాను.,3
तुमच्या घरी कkbdoulder.,1
She walked down the quiet street.,4
तुमी सडकीवर सैर करू शकता का?,1
माझे नाव राहुल आहे.,1
આજન્યાં રાત્રે મને ઘરે થાય છે.,2
నేను ఈ సారి తెలుగు చదువుతున్నాను.,3
నేడు సోమవారం.,3
అతను ఈవేళ ఊరిలో ఉన్నాడు.,3
मैं आज सिनेमा जाना चाहता हूँ।,0
वह कूप में पानी भरा हुआ है.,0
તે રાત્રે મને સવાર કરવા માટે બહુ સમય લાગ્યો.,2
आमचा वहини आज शहरात आला.,1
నేను నారాయణన్ అనుకోకుంటారు.,3
నేను ఆరోగ్యంగా ఉన్నాను.,3
तुम्ही आज राहत आहात क Shan.,1
నేటి రాత్రి మార్కెట్లో కొన్ని వస్తువులు విపరీతసాధారణ మీధర్మం కొట్టబడుతున్నాయి.,3
મને રંગભૂમિમાં આસાન થાય છે.,2
मैं आज सुबह कafe में गया था।,0
मैं स čtudents में हूँ।,0
ఈ రోజు నన్ను ఎప్పుడైనా చూస్తారా?,3
నేను ఈరోజు కలలు కన్నాను.,3
मैं आज शहर में जाऊँगा क्योंकि मेरे दोस्त की शादी है।,0
त्या दिवशी मी शहरात आलो.,1
वह सुबह कáf है।,0
મને ખૂબ જ ખાવા માટે ઈશ્વરને અભિજ્ઞા છે.,2
The sun was setting over the mountains.,4
મને ઉમેર સાથે ચા પિયાથી પસંદ છે.,2
त्या दिवशी मी कोलhapरला गेलो.,1
నేను బోర్డుని చూసాను.,3
నేడు నాకు ఎక్కువ పని ఉంది.,3
The sun is setting over the mountains.,4
నేను ఆరోగ్యంగా ఉన్నాను.,3
The sun was shining brightly in the clear blue sky.,4
वเศรษฐी ने नया घर खरीदा है।,0
నేడు నాకు చాలా బాధ లేదు.,3
मेरे दोस्त ने आज सुबह कॉफी खरीदी।,0
The sun was shining brightly in the clear blue sky.,4
तुमच्या घरी काही होतंय.,1
मी नआल सपना बघतो.,1
तुमच्या घरात काही चाकुल आहे.,1
मैं आज सुबह स्टडी कप्स कि मदद से अपने प्रोजेक्ट का हिस्सा पूरा कर लिया।,0
આજ રાતે મને ઘરે થાય છે.,2
मह तशाच संध्याकाळ चालला.,1
నేను ఇంటికి వస్తున్నాను.,3
నేను ఆకతాయ్ అన్నాను.,3
મેં આજે શક્તિમાં તમને મળવા ગયા છે.,2
मैं आज सिनема जा रहा हूँ।,0
मैं आज सινή लेख लिखने गया.,0
तुमचा कधीही सुंदर दिवस आला जाईल.,1
मैं आज सुबह कॉफी पीने गए थे।,0
હું આજે ઘરે રહેતા હતા.,2
तुम्हाला शुक्रअला!,1
मैं आज सुबह काफ़ी देर से सोय़ा हूँ।,0
मैं आज कॉलेज जा रहा हùng.,0
నేను ఈరోజు బాలయ్య అనే సినిమాకు వెళ్ళాను.,3
The sun was shining brightly in the clear blue sky.,4
મને તમને આજ રાત કાલે મળેલા છે.,2
मैं आज सुबह कॉफी पीने जा रहा हूँ।,0
The sun is shining brightly today.,4
The sun is setting over the ocean.,4
The sun is shining brightly in the clear blue sky.,4
నా తల్లి నగరంలో ఉంది.,3
The sun was shining brightly in the clear blue sky.,4
આજની સરકાર આમને સહાય કરે છે.,2
The sun was shining brightly in the clear blue sky.,4
त्यांच्याकाशी मी सрещत असे होते.,1
આજ રવિવાર છે તેમ આજના દિવસ મંજુર થયું.,2
मैं आज कॉलेज जा रहा हूँ।,0
મારી બહુવિધ સંભાલવાની જરૂર છે.,2
मेरे domu में पूल नहीं है.,0
वह सुबह नाश्ता करने के बाद ऑफіс जाता है।,0
મને જમણે ખાજાનો ખાજણો આવ્યા છે.,2
હું ગાંધીનગરમાં વસયા છુ.,2
तुमच्या घरातील डब्ब्यात वाटे.Cookies आहेत.,1
The sun is shining brightly in the clear blue sky.,4
હું આજે સાયરિનસથી ફાઈવર ખાવા ગયો છુ.,2
मैं आज सुबह कॉफी पिया हूँ।,0
నేను ఈ రోజు బయటికి వెళ్ళాను.,3
The cat purrs contentedly on my lap.,4
ભાઈયાએ ગાયના લાંબા હાથને બળત્કાર્યો.,2
मैं आज सुबह कॉफी पीने गया था।,0
हे शहर सुंदर आहे.,1
నేను ఈ రోజు తిరుమల వెల్లినాను.,3
મને ખુબ જ લાગે છે કે આજની રાત મંગળવાર જવાય.,2
The sun was shining brightly in the clear blue sky.,4
నేటి రోజు ఎక్కువ మంది కార్యక్రమాలు చేస్తున్నారు.,3
મને કાફી વખત શાંઘાય ગયા.,2
The sun is shining brightly today.,4
આમને તમારી મદદ જરૂરથી આવશે.,2
मैं सUNDAY की सुबह कॉलेज में जा रहा हूँ।,0
నా చిన్నతనంలో నేను ఒక సుందరమైన పుస్తకాన్ని చదివాను.,3
నేపథ్యంలో ఎందుకు పయనం చేయవలసిన అవసరం లేదం.,3
నేడు రాత్రి ప్రారంభం.,3
અમારે વિકાસનું સંસાધન કરવું હતું.,2
हा शहरात फिल्म थायटर एकदा लागला.,1
The sun is setting over the ocean.,4
મને પાકનો ખાજે ભુલતું હતું.,2
माझा भाव変わला\\.,1
The sun is shining brightly today.,4
मेरी बहन का जन्मदिन आज है।,0
The sun was setting over the mountains.,4
माझे नाव राजेश आहे.,1
నేను ఈ రోజు బాలాజీ క్రికెట్ మ్యాచ్ చూస్తున్నాను.,3
The sun was shining brightly in the clear blue sky.,4
આજે સંજે મને સારી રાત રહેશે.,2
నేను ఈ రోజు బయటకు వెళ్ళాను.,3
तम्बईत होणार थім्बु ट्रेन.,1
The sun was shining brightly in the clear blue sky.,4
આજે મને ખાસ સમયના જરૂરી વાતાવરણમાં રહેવું છે.,2
तुम्ही आज घरात केल्याने कрий.,1
तुमचे मैत्री प्रेम काफी चांगले आहे.,1
मैं आज कानपुर में काफी समय से नहीं गया हूँ।,0
तुमचे कल्पनेच्या स्वरात मी स्वतःच सुनतो.,1
આજે મેં શામકોઈને મળ્યા કરતા જઈ રહ્યા છે.,2
నేను ఇంట్లో ఉన్నాను.,3
मैं आज सुबह की दो घंटे की धूप में स_wfया गया था।,0
त्याला मी प्रेम करतो.,1
The sun is setting slowly over the ocean.,4
The sun is shining brightly in the clear blue sky.,4
तुम्ही आज रात्री कोणत्या 영화ात जात आहात.,1
रोजची दिवसा सुनंदा शहरात आली.,1
The flowers in the garden are blooming beautifully.,4
The sun was shining brightly in the clear blue sky.,4
મને ખુશ થાય છે તેવિધને મળતું હોત.,2
આજે મને ખુશખબર આવી.,2
The sun is shining brightly in the clear blue sky.,4
त्यांच्या घरातील मंदिरातून सूर्याचाبوत तो आला होता.,1
वह सुबहearly起きた।,0
तincesupid नावाचा एका प्रेमाला सापडला.,1
मला आज केला जाते.,1
आपल्या घरी आज रات्री शहा होते.,1
The sun was shining brightly in the clear blue sky.,4
The sun is setting over the peaceful lake.,4
આજ સવાર મને સોનેરી ચૂંણની રેસિપી મંગ્યા.,2
મને રાત્રે નાસ્તા ખાવા માટે અહીં આવ્યા છે.,2
నేను కలిసింది ఆరోజు సాయంత్రం.,3
मी आज क_IT परीक्षा देणार आहे.,1
నేను ఈరోజు పాఠాలు చూడలేదు.,3
त्यावर्षात मी नलगात.,1
నన్ను చాలా ప్రేమిస్తున్నావు.,3
माझीहीлата होते.,1
ఆమె నమ్మకంతో చదివింది.,3
ఆమె పొడవైన అందం కలిగింది.,3
ఈ రాత్రి నాకు చాలా బాధ్యతలు ఉన్నాయి.,3
माझे स्वागत होत आहे.,1
The sun is shining brightly today.,4
मैं आज सुबह कॉफी पी रहा हूँ।,0
అతను నిన్ను కలిసి వచ్చినట్లు చూస్తోంది.,3
నేను ఈ రోజు పాఠాలు చదువుకుంటున్నాను.,3
मैं आज सुबह ऑफिस गया था।,0
నా స్నేహితుడు నన్ను ఎక్కడనుండా కలుసుకుంటాడట.,3
The sun is shining brightly in the sky.,4
मैं आज सुबह कॉफी पिया हूँ।,0
मैं आज सुबह कॉफी पीता हूँ।,0
मैं गुरुवार को कॉलेज जाता हूँ।,0
मैं आज अपने घर जा रहा हूँ।,0
The sun was setting over the mountains.,4
मैं आज कॉलेज ไป रहा हूँ।,0
The sun is shining brightly in the clear sky today.,4
तुमचे घर कसे हे?,1
అతడు గొంతెంటబాగున్నాడు.,3
મેં આજે સવારે વડોદરા ગયા છે.,2
मैं आज शहर में अपने दोस्त से मिलूँगा।,0
तुमची आत्मकथा तुमच्या जीवितात आनेे कुठल्यातर्थ नाही!,1
The sun is shining brightly in the clear blue sky.,4
The sun was setting slowly over the rolling hills.,4
मैं आज स्कूल जा रहा हूँ।,0
मैं सUNDAY को सो गया हूँ।,0
મને રસતરે ચાલી જવું છે.,2
The sun is setting over the mountains.,4
मैं आज सुबह से घर से बाहर नहीं निकला हूँ।,0
મેં આજે ગાયત્રી દેવીની પૂજા કરી.,2
मेरी माँ मेरे लिए खाना बना रही है।,0
મને રાજકોટમાં જવાનું હોય છે.,2
तुम्ही हOs शस्त्र संग्रहालयात घालून दिला करता.,1
The cat purred contentedly on my lap.,4
She carefully unpacked the boxes in the new apartment.,4
मैं आज सुबह कॉफी पीने जा रहा हूँ।,0
तुमचे नाव काय आहे?,1
నేను ఇంకా పట్టించుకోలేదు.,3
The sun was setting slowly over the ocean.,4
मेरी लड़की škola जाती है।,0
"वह शहर में रहता है, जहाँ मैं学院 गया था।",0
ભારત દેશ સુંદર છે.,2
આજરથી મને આશા છે.,2
माझे नाव राजे आहे.,1
నేడు నాకు తినాలి.,3
నేడు రాత్రి ఎల్లోత్తుంది.,3
मैं आज कॉलेज गए।,0
నాకు రాత్రి బాగుంది.,3
She carefully placed the fragile vase on the shelf.,4
મને ગાંધીનગર મથતું છે.,2
నేను పాఠశాలలో ఉన్నాను.,3
The sun is setting over the ocean.,4
मैं आज सुबह से खुश हूँ।,0
నేను చదవాలనుకుంటును.,3
అతడు రాకుండా ఉన్నాడు.,3
నేను ఇంట్లో ఉన్నాను.,3
मी त्या वनातून गेला.,1
मैं आज शाम को पार्क जा रहा हूँ।,0
મુનિષ્ટરે આજ શંકરલાલને લઈને રહેલો છે.,2
అతను ఇల్లాలికి వచ్చాడు.,3
ఆమె కల్యాణం చేసింది.,3
నేను ఈ రాత్రి బయలుదేరుతాను.,3
मैं आज सExecutable bookstore गया हूँ।,0
त्या दिवसी शहरातील मार्केटमध्ये एका सुंदर डॉल्सची दुकान होती.,1
The sun was setting over the ocean.,4
The company is relocating its headquarters to New York City.,4
నేటి రాత్రి చాలా బాగున్నది.,3
त्याचे घरी आले.,1
મને તમારૂં સાચવું એસ જરૂરી છે.,2
मैं आज सुबह साढ़े नौ बजे कार्यालय में गई।,0
She carefully packed her suitcase for the weekend trip.,4
The sun was shining brightly in the clear blue sky.,4
The sun was shining brightly in the clear blue sky.,4
મને ફરવા મળ્યું કે આજે મને બાવલજીનું ખાણે કરવું છે.,2
આજની સંઝેલ કરીને મને કર્યું છે.,2
నేటి రాత్రి నాకు చాలా బెంబోడు.,3
હું આજે ગામમાં ઠંડું કરી રહોઉં છુ.,2
The sun was shining brightly in the clear blue sky.,4
तुमच्याशी स.พ.पीने झाले.,1
मैं आज सुबह कoffee पीने जा रहा हूँ।,0
मैं आज कॉलेज जा रहा हूँ।,0
આજ સવારે મને ભરમાંથી મોકલણ કરવા પડશે.,2
నాకు ఈ స్కూలు వద్దనికి ఇష్టం.,3
The sun is shining brightly in the sky.,4
मैं आज सुबह काली चाय पийा था।,0
मेरे दोस्त का नाम रोहन है。,0
त्यातून मी पुन्हा बยายात आलो.,1
मैं आज सुबह कáfी:::::::::::::::::::::::,0
मैं आज सुबह अपने घर से निकला था।,0
तुमचे सायंकाळचे काम सुरु करायचे आहे.,1
The baby laughed at the silly clown.,4
నాన్న ఇంటికి వస్తున్నాడు.,3
મને ખુશી થાય છે કારણ કે મને પ્રિય લખાણ કરવામાં આવે છે.,2
"तुमच्या घरच्या क ------------------------------------------------------------------------
-----",1
"આજે રવિવાર છે, તેથી હું રવિવારની સવારે બાહેર નીકળીએ.",2
మీరు నాకు ప్రియం.,3
నేను చదువుకుంటున్నాను.,3
મને ખૂબ જ મજા આવે છે.,2
"वह शहर में रहता है, जहाँ से मैंने अपना स्कूल पूरा किया था।",0
मैं आज सुबह निकला था और कॉफी पर जा रहा था।,0
મને રહેતા હતા ગામમાં.,2
હું આજે સાંજે ફરીથી સકાલે નમસ્કાર કરું.,2
The sun was shining brightly in the clear blue sky.,4
నేను నెల్లూరులో ఉంటాను.,3
मैं आज शाम कॉफी पीने जा रहा हूँ।,0
The sun was shining brightly in the warm summer afternoon.,4
तुमच्या नावाचा उल्लेख करण्यासाठी कधीच वेळे नाही।,1
The sun sets slowly over the vast desert landscape.,4
આજે શુભ દિવસ છે.,2
મને આજે કાફી લાગું છે.,2
तुमच्या जन्मदिनाची शुभवार्ता.,1
నేను ఈ రోజు స్కూలుకు వెళ్లాను.,3
ఆప్త రైలు స్టేషన్ దగ్గర ఉంది.,3
The sun was shining brightly in the clear blue sky.,4
મને ખિચડી તેમ જરૂરી છે.,2
The sun is shining brightly in the clear blue sky.,4
She laughed at his silly joke.,4
तुम्ही आजचया केल्या शोधात प्रगती करा!,1
అతడు బంధువులతో కలిసి ఉన్నాడు.,3
The sun is shining brightly in the clear blue sky.,4
तसे माझे मावळने येते तेव्हा एमएसव्ही बंद होते.,1
నేను నేటి రాత్రి సినిమాకు వెళ్ళడానికి సిద్ధమా?,3
కాఫీని కోసం నేను ఎక్కువ తిన్నాను.,3
The sun was setting over the mountains.,4
तुमच्या घरात गैरीला एक पेंढा होते.,1
तुमचे नाम कसे आहे?,1
The sun was shining brightly in the clear blue sky.,4
वे आज सुबह सो रहे हैं।,0
The dog is playing outside.,4
"शुभ रात्र~, माझे मेहनती कार्य आहे!",1
కృష్ణార్జునుల ప్రేమలు ఎప్పటికప్పుడు మారాయి.,3
मैं आज सुबह कॉफी पीने जा रहा हूँ।,0
అది బాగుంది.,3
నేను ఈ రోజు ఎక్కువ పని చేయలేదు.,3
मैं आज सुबह कॉफी पीने जा रहा हूँ।,0
माझा नाव संकेत आहे.,1
ఎల్లురికి రాత్రి పూర్తి చేసెస్తారు.,3
આ દિવસે સંસર્કારે પર્યાપ્ત કાર્ય કર્યું.,2
મને રસકે ઘરની અંદર બિરવાર આવતી હાલતમાં જ ઠાંડું લાગે છે.,2
मैं आज सूरजपुर जा रहा हूँ।,0
ఆమె నిజం తెలియడు.,3
The sun is shining brightly in the clear blue sky today.,4
The sun was shining brightly in the clear blue sky.,4
આ સંજે મને ખુશી થઈ રહી છે.,2
तुमचे नाव काय आहे?,1
